TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5158796","Magic","Innistrad: Midnight Hunt","Brutal Cathar","","7","R","Near Mint","0.27","0.22","1.4300","0.1200","1","1","0.2700",""
"5164978","Magic","Innistrad: Midnight Hunt","Brutal Cathar (Showcase)","","286","R","Near Mint","0.24","0.24","1.4100","0.1000","1","1","0.2400",""
"5252089","Magic","Innistrad: Crimson Vow","By Invitation Only","","5","R","Near Mint","0.17","0.10","1.3500","0.0400","1","1","0.1700",""
"6773023","Magic","Starter Commander Decks","Cartographer's Hawk","","10","R","Near Mint","0.20","","1.4800","0.1700","1","1","0.2000",""
"5195490","Magic","Commander: Innistrad: Midnight Hunt","Celestial Judgment","","5","R","Near Mint","0.10","0.08","1.3600","0.0500","1","1","0.1000",""
"5258655","Magic","Innistrad: Crimson Vow","Cemetery Protector","","6","M","Near Mint","0.81","0.84","1.8600","0.5500","1","1","0.8100",""
"4897973","Magic","Commander 2021","Citadel Siege","","85","R","Near Mint","0.24","0.24","1.5000","0.1900","1","1","0.2400",""
"1277738","Magic","Fate Reforged","Citadel Siege","","8","R","Near Mint","0.20","0.15","1.4600","0.1500","1","1","0.2000",""
"6775983","Magic","Starter Commander Decks","Citywide Bust","","11","R","Near Mint","0.12","","1.4000","0.0900","1","1","0.1200",""
"6773063","Magic","Starter Commander Decks","Cleansing Nova","","12","R","Near Mint","0.41","0.40","1.7200","0.4100","1","1","0.4100",""
"5397861","Magic","Kamigawa: Neon Dynasty","Cloudsteel Kirin","","8","R","Near Mint Foil","0.31","","1.5600","0.2500","1","1","0.3100",""
"5399851","Magic","Kamigawa: Neon Dynasty","Cloudsteel Kirin (Showcase)","","364","R","Near Mint","0.56","0.78","1.6400","0.3300","1","1","0.5600",""
"3158611","Magic","Eldritch Moon","Collective Effort","","17","R","Near Mint","0.20","","1.4600","0.1500","1","1","0.2000",""
"6776023","Magic","Starter Commander Decks","Commander's Insignia","","13","R","Near Mint","0.19","","1.4600","0.1500","1","1","0.1900",""
"3255804","Magic","Aether Revolt","Consulate Crackdown","","11","R","Near Mint","0.16","","1.3400","0.0300","1","1","0.1600",""
"4444972","Magic","Core Set 2021","Containment Priest","","13","R","Near Mint","0.50","0.35","1.6600","0.3500","2","2","0.5000",""
"4444977","Magic","Core Set 2021","Containment Priest","","13","R","Near Mint Foil","0.58","","1.8000","0.4900","1","1","0.5800",""
"4439055","Magic","Core Set 2021","Containment Priest (Alternate Art)","","314","R","Near Mint","0.62","0.74","1.6000","0.2900","2","2","0.6200",""
"4439060","Magic","Core Set 2021","Containment Priest (Alternate Art)","","314","R","Near Mint Foil","1.60","1.60","2.2100","0.9000","1","1","1.6000",""
"5176020","Magic","Innistrad: Midnight Hunt","Curse of Silence","","15","R","Near Mint","0.15","0.16","1.4100","0.1000","1","1","0.1500",""
"5767200","Magic","Dominaria United","Danitha, Benalia's Hope","","15","R","Near Mint","0.57","0.60","1.6900","0.3800","5","5","0.5700",""
"5768301","Magic","Dominaria United","Danitha, Benalia's Hope (Showcase)","","287","R","Near Mint","0.27","0.23","1.3800","0.0300","3","3","0.2700",""
"3608874","Magic","Masters 25","Darien, King of Kjeldor","","9","R","Near Mint","0.90","1.06","1.7700","0.4600","1","1","0.9000",""
"7279924","Magic","Commander Masters","Darksteel Mutation","","21","U","Near Mint","1.46","1.45","2.5600","1.2500","1","1","1.4600",""
"6754535","Magic","Jumpstart 2022","Dawn of Hope","","169","R","Near Mint","0.24","0.23","1.5000","0.1900","1","1","0.2400",""
"6776063","Magic","Starter Commander Decks","Dawn of Hope","","17","R","Near Mint","0.19","0.17","1.5000","0.1900","1","1","0.1900",""
"6748160","Magic","Jumpstart 2022","Decree of Justice","","173","R","Near Mint","0.13","0.11","1.3600","0.0500","1","1","0.1300",""
"5760413","Magic","Dominaria United","Defiler of Faith","","16","R","Near Mint","0.26","0.24","1.5100","0.2000","5","5","0.2600",""
"5760418","Magic","Dominaria United","Defiler of Faith","","16","R","Near Mint Foil","0.33","0.32","1.5600","0.2500","1","1","0.3300",""
"6776103","Magic","Starter Commander Decks","Dictate of Heliod","","19","R","Near Mint","0.28","","1.5600","0.2500","1","1","0.2800",""
"6713645","Magic","Commander: The Brothers' War","Disciple of Caelus Nin","","21","R","Near Mint","0.16","0.09","1.4500","0.1400","1","1","0.1600",""
"7058202","Magic","March of the Machine","Dusk Legion Duelist","","11","R","Near Mint","0.83","0.69","2.0700","0.7600","4","4","0.8300",""
"7842262","Magic","Outlaws of Thunder Junction","Dust Animus","","9","R","Near Mint","0.13","0.08","1.3900","0.0800","1","1","0.1300",""
"5488836","Magic","Streets of New Capenna","Elspeth Resplendent","","11","M","Near Mint","3.16","3.16","3.8500","2.5000","1","1","3.1600",""
"7076440","Magic","Commander: March of the Machine","Elspeth's Talent","","72","R","Near Mint","0.27","0.22","1.4800","0.1700","2","2","0.2700",""
"6773103","Magic","Starter Commander Decks","Emeria Angel","","21","R","Near Mint","0.34","","1.6000","0.2500","1","1","0.3400",""
"6750890","Magic","Jumpstart 2022","Emiel the Blessed","","180","M","Near Mint","4.90","5.29","5.1800","5.1800","1","1","4.9000",""
"7047951","Magic","March of the Machine","Essence of Orthodoxy","","323","R","Near Mint","0.33","0.18","1.4900","0.1800","2","2","0.3300",""
"3614219","Magic","Dominaria","Evra, Halcyon Witness","","16","R","Near Mint","0.19","0.20","1.4100","0.1000","1","1","0.1900",""
"3614229","Magic","Dominaria","Fall of the Thran","","18","R","Near Mint","0.21","","1.4200","0.1100","1","1","0.2100",""
"5182662","Magic","Innistrad: Midnight Hunt","Fateful Absence","","18","R","Near Mint","0.30","0.31","1.5100","0.2000","1","1","0.3000",""
